Wavelength (nm),X: 0 Y: 0,X: 0 Y: 1,X: 0 Y: 2,X: 0 Y: 3,X: 0 Y: 4,X: 0 Y: 5,X: 0 Y: 6,X: 0 Y: 7,X: 0 Y: 8,X: 0 Y: 9,X: 1 Y: 9,X: 1 Y: 8,X: 1 Y: 7,X: 1 Y: 6,X: 1 Y: 5,X: 1 Y: 4,X: 1 Y: 3,X: 1 Y: 2,X: 1 Y: 1,X: 1 Y: 0,X: 2 Y: 0,X: 2 Y: 1,X: 2 Y: 2,X: 2 Y: 3,X: 2 Y: 4,X: 2 Y: 5,X: 2 Y: 6,X: 2 Y: 7,X: 2 Y: 8,X: 2 Y: 9,X: 3 Y: 9,X: 3 Y: 8,X: 3 Y: 7,X: 3 Y: 6,X: 3 Y: 5,X: 3 Y: 4,X: 3 Y: 3,X: 3 Y: 2,X: 3 Y: 1,X: 3 Y: 0,X: 4 Y: 0,X: 4 Y: 1,X: 4 Y: 2,X: 4 Y: 3,X: 4 Y: 4,X: 4 Y: 5,X: 4 Y: 6,X: 4 Y: 7,X: 4 Y: 8,X: 4 Y: 9,X: 5 Y: 9,X: 5 Y: 8,X: 5 Y: 7,X: 5 Y: 6,X: 5 Y: 5,X: 5 Y: 4,X: 5 Y: 3,X: 5 Y: 2,X: 5 Y: 1,X: 5 Y: 0,X: 6 Y: 0,X: 6 Y: 1,X: 6 Y: 2,X: 6 Y: 3,X: 6 Y: 4,X: 6 Y: 5,X: 6 Y: 6,X: 6 Y: 7,X: 6 Y: 8,X: 6 Y: 9,X: 7 Y: 9,X: 7 Y: 8,X: 7 Y: 7,X: 7 Y: 6,X: 7 Y: 5,X: 7 Y: 4,X: 7 Y: 3,X: 7 Y: 2,X: 7 Y: 1,X: 7 Y: 0,X: 8 Y: 0,X: 8 Y: 1,X: 8 Y: 2,X: 8 Y: 3,X: 8 Y: 4,X: 8 Y: 5,X: 8 Y: 6,X: 8 Y: 7,X: 8 Y: 8,X: 8 Y: 9,X: 9 Y: 9,X: 9 Y: 8,X: 9 Y: 7,X: 9 Y: 6,X: 9 Y: 5,X: 9 Y: 4,X: 9 Y: 3,X: 9 Y: 2,X: 9 Y: 1,X: 9 Y: 0
648.7947709905145,12861.0,12449.666666666666,12081.0,12088.333333333334,11612.0,11018.333333333334,10871.333333333334,10143.666666666666,8588.333333333334,8811.0,7457.333333333333,7890.0,7500.666666666667,7306.333333333333,7018.0,6973.333333333333,6626.333333333333,6663.333333333333,6326.666666666667,8869.0,7158.666666666667,6427.0,6257.0,6386.666666666667,6087.333333333333,6058.0,6052.666666666667,6204.0,6028.666666666667,5990.666666666667,9023.666666666666,8320.0,8366.666666666666,8424.0,8727.333333333334,8980.0,8964.666666666666,9244.666666666666,9131.333333333334,9198.333333333334,10853.666666666666,10894.0,10716.333333333334,10553.333333333334,10416.333333333334,10466.333333333334,10173.666666666666,10286.333333333334,10010.333333333334,9895.0,9940.0,10621.0,10499.0,10824.333333333334,10351.333333333334,10581.666666666666,10412.333333333334,10390.666666666666,10182.666666666666,10139.0,5605.666666666667,5574.333333333333,5539.666666666667,5752.333333333333,5805.666666666667,5811.666666666667,5933.0,6101.0,5889.0,6012.666666666667,5558.333333333333,5478.333333333333,5460.666666666667,5500.666666666667,5403.0,5443.0,5475.0,5422.333333333333,5487.333333333333,5415.666666666667,6876.0,7068.666666666667,6879.666666666667,6909.666666666667,6770.333333333333,6826.333333333333,6885.0,6732.666666666667,6737.0,6893.666666666667,6885.0,7004.666666666667,7051.0,7113.333333333333,7168.0,7170.0,7487.666666666667,7483.0,7447.666666666667,7668.666666666667
650.8249082981876,12809.333333333334,12404.666666666666,11959.0,11980.666666666666,11490.333333333334,11040.0,10837.666666666666,10088.666666666666,8506.666666666666,8762.333333333334,7435.333333333333,7811.666666666667,7418.0,7307.0,6958.333333333333,6946.666666666667,6578.333333333333,6562.0,6346.0,8740.0,7070.666666666667,6366.666666666667,6152.0,6286.333333333333,6033.0,6073.333333333333,5992.0,6108.666666666667,5961.0,5955.666666666667,8893.666666666666,8243.0,8228.666666666666,8287.333333333334,8697.333333333334,9028.0,8932.0,9164.666666666666,9103.666666666666,9179.0,10853.333333333334,10790.0,10614.666666666666,10462.666666666666,10315.666666666666,10351.666666666666,10143.666666666666,10256.333333333334,9940.666666666666,9770.666666666666,9941.666666666666,10578.333333333334,10411.0,10785.0,10343.333333333334,10556.0,10313.666666666666,10255.333333333334,10059.333333333334,10171.0,5515.666666666667,5524.666666666667,5523.666666666667,5682.333333333333,5767.333333333333,5817.0,5887.666666666667,6059.0,5836.666666666667,5952.333333333333,5477.666666666667,5433.0,5457.0,5547.0,5435.333333333333,5346.0,5445.666666666667,5379.0,5442.0,5343.666666666667,6859.333333333333,6996.666666666667,6860.666666666667,6921.333333333333,6789.0,6777.666666666667,6738.0,6672.0,6722.0,6810.0,6899.0,7010.0,6995.666666666667,7030.333333333333,7114.0,7111.333333333333,7435.0,7381.666666666667,7380.0,7619.0
652.8487802461501,12876.0,12405.0,12065.666666666666,12004.333333333334,11558.0,11045.0,10936.333333333334,10190.0,8592.333333333334,8869.333333333334,7486.666666666667,7884.0,7453.666666666667,7416.0,7080.333333333333,7069.0,6662.666666666667,6639.333333333333,6403.666666666667,8736.333333333334,7201.0,6472.666666666667,6263.333333333333,6358.333333333333,6105.0,6152.333333333333,6074.666666666667,6223.666666666667,6024.333333333333,6069.333333333333,8916.666666666666,8469.666666666666,8378.666666666666,8389.0,8741.0,9029.666666666666,8905.0,9173.0,9223.666666666666,9277.666666666666,10902.333333333334,10859.0,10575.333333333334,10537.333333333334,10347.666666666666,10399.666666666666,10190.0,10354.0,10068.0,9817.0,9933.0,10715.0,10480.333333333334,10803.666666666666,10382.666666666666,10652.0,10474.666666666666,10312.333333333334,10107.333333333334,10211.0,5603.666666666667,5599.333333333333,5606.333333333333,5734.0,5852.666666666667,5915.666666666667,5940.0,6200.333333333333,5931.666666666667,6077.0,5652.666666666667,5483.666666666667,5561.0,5644.0,5530.333333333333,5501.666666666667,5486.333333333333,5515.0,5596.0,5482.0,6940.333333333333,7106.0,6893.666666666667,6978.0,6860.666666666667,6909.0,6803.666666666667,6773.333333333333,6807.666666666667,6836.666666666667,7053.0,7134.666666666667,7152.0,7170.0,7167.666666666667,7180.666666666667,7450.666666666667,7535.333333333333,7487.333333333333,7698.0
654.8663762278271,12702.666666666666,12330.333333333334,11903.0,11826.666666666666,11387.333333333334,11049.333333333334,10754.333333333334,10229.666666666666,8441.333333333334,8735.666666666666,7413.666666666667,7825.333333333333,7247.333333333333,7284.666666666667,6949.0,6978.333333333333,6612.666666666667,6570.0,6333.666666666667,8669.333333333334,7141.666666666667,6353.333333333333,6247.666666666667,6295.333333333333,6041.0,6070.666666666667,5967.333333333333,6090.333333333333,5939.0,6013.333333333333,8826.666666666666,8358.666666666666,8334.333333333334,8349.0,8747.0,8943.333333333334,8862.333333333334,9045.0,9201.333333333334,9254.0,10740.666666666666,10645.333333333334,10442.666666666666,10528.333333333334,10298.0,10286.0,10076.333333333334,10178.333333333334,9912.333333333334,9741.666666666666,9883.0,10614.666666666666,10347.0,10601.0,10178.333333333334,10504.333333333334,10393.0,10232.333333333334,9908.0,10133.666666666666,5547.0,5555.666666666667,5593.0,5650.333333333333,5795.666666666667,5806.666666666667,5835.0,6142.666666666667,5879.333333333333,6027.0,5612.666666666667,5482.0,5464.333333333333,5652.0,5461.0,5433.0,5432.333333333333,5438.666666666667,5539.0,5489.0,6916.0,7061.666666666667,6812.666666666667,6904.333333333333,6846.333333333333,6842.0,6690.666666666667,6668.666666666667,6708.333333333333,6754.666666666667,6939.0,7103.333333333333,7096.0,7044.666666666667,7077.0,7105.0,7410.0,7420.333333333333,7424.333333333333,7583.333333333333
656.8776859517005,12553.333333333334,12236.666666666666,11861.333333333334,11720.0,11335.666666666666,10974.666666666666,10692.333333333334,10137.0,8392.333333333334,8708.666666666666,7360.333333333333,7787.0,7266.0,7259.666666666667,6938.333333333333,6925.0,6617.0,6529.666666666667,6303.666666666667,8661.666666666666,7123.0,6356.666666666667,6257.666666666667,6345.0,6016.0,6079.333333333333,5906.333333333333,6132.333333333333,5988.0,6007.333333333333,8821.666666666666,8316.0,8390.333333333334,8398.666666666666,8714.0,8798.333333333334,8878.333333333334,9021.666666666666,9142.666666666666,9198.666666666666,10610.333333333334,10618.0,10395.0,10613.666666666666,10237.666666666666,10267.333333333334,9980.0,10133.666666666666,9890.333333333334,9743.666666666666,9856.333333333334,10563.0,10347.666666666666,10503.333333333334,10113.333333333334,10421.666666666666,10390.333333333334,10193.333333333334,9788.0,10075.0,5565.0,5642.0,5619.666666666667,5673.333333333333,5763.0,5795.0,5864.0,6196.0,5867.0,6026.0,5569.666666666667,5475.666666666667,5449.0,5615.333333333333,5426.333333333333,5467.666666666667,5427.0,5435.0,5575.333333333333,5570.0,6925.666666666667,7076.666666666667,6805.0,6857.0,6782.666666666667,6800.0,6721.0,6682.0,6680.666666666667,6770.666666666667,6925.666666666667,7084.666666666667,7012.666666666667,7013.666666666667,7092.0,7119.333333333333,7353.333333333333,7388.333333333333,7421.0,7557.666666666667
658.8826994445993,12461.0,12172.666666666666,11658.666666666666,11608.0,11072.333333333334,10797.0,10498.333333333334,9983.0,8240.333333333334,8609.0,7266.333333333333,7717.666666666667,7149.333333333333,7159.333333333333,6792.333333333333,6856.0,6566.333333333333,6404.333333333333,6293.333333333333,8490.0,6963.0,6289.0,6149.0,6299.666666666667,5957.333333333333,6028.0,5837.0,6075.333333333333,5945.333333333333,5946.0,8784.333333333334,8137.333333333333,8203.666666666666,8316.0,8553.0,8734.333333333334,8841.0,8937.0,9074.0,9091.0,10607.666666666666,10587.0,10315.333333333334,10537.333333333334,10195.0,10032.0,9852.0,9949.666666666666,9750.666666666666,9575.0,9792.0,10376.333333333334,10321.0,10381.666666666666,9963.666666666666,10270.333333333334,10186.666666666666,10017.333333333334,9659.333333333334,9964.666666666666,5558.666666666667,5619.0,5569.666666666667,5684.666666666667,5743.333333333333,5747.0,5888.0,6091.0,5827.0,5948.333333333333,5450.666666666667,5418.666666666667,5415.333333333333,5571.666666666667,5383.666666666667,5371.0,5446.666666666667,5403.0,5456.333333333333,5483.0,6813.666666666667,6983.333333333333,6709.666666666667,6814.666666666667,6683.333333333333,6716.666666666667,6661.333333333333,6618.333333333333,6594.333333333333,6659.666666666667,6825.0,6992.0,6963.0,6921.0,7028.0,7039.333333333333,7322.333333333333,7223.0,7279.0,7481.333333333333
660.881407054989,12231.666666666666,11927.333333333334,11413.666666666666,11436.666666666666,10901.666666666666,10515.333333333334,10413.666666666666,9740.666666666666,8132.666666666667,8449.0,7134.666666666667,7600.333333333333,7132.666666666667,7053.333333333333,6768.333333333333,6704.666666666667,6509.333333333333,6314.666666666667,6199.0,8357.666666666666,6850.0,6171.666666666667,6060.666666666667,6207.0,5906.0,5955.0,5800.333333333333,6053.666666666667,5897.333333333333,5859.0,8599.333333333334,8053.666666666667,7994.666666666667,8180.0,8364.0,8663.333333333334,8668.666666666666,8813.666666666666,8846.666666666666,8980.666666666666,10390.666666666666,10484.0,10167.0,10271.666666666666,10053.666666666666,9905.666666666666,9693.666666666666,9866.666666666666,9626.0,9382.0,9632.0,10265.333333333334,10195.0,10237.0,9882.666666666666,10139.666666666666,10022.333333333334,9889.333333333334,9623.666666666666,9759.333333333334,5539.0,5563.0,5520.0,5645.333333333333,5679.333333333333,5710.333333333333,5802.0,6051.666666666667,5719.666666666667,5911.333333333333,5337.0,5293.333333333333,5402.0,5479.0,5326.666666666667,5294.666666666667,5351.333333333333,5402.0,5387.0,5389.666666666667,6680.666666666667,6879.333333333333,6621.666666666667,6683.0,6503.666666666667,6594.333333333333,6518.333333333333,6548.0,6421.0,6574.666666666667,6753.0,6843.0,6830.666666666667,6848.333333333333,6935.666666666667,6895.333333333333,7109.666666666667,7033.666666666667,7150.0,7392.333333333333
662.8737994562608,12066.333333333334,11760.333333333334,11275.0,11327.333333333334,10704.666666666666,10312.666666666666,10229.333333333334,9621.666666666666,8076.0,8324.0,7111.333333333333,7576.666666666667,7132.666666666667,7015.333333333333,6686.666666666667,6653.666666666667,6471.333333333333,6307.0,6133.0,8204.666666666666,6846.333333333333,6130.0,6078.333333333333,6204.666666666667,5884.0,5933.0,5806.333333333333,5954.0,5787.0,5769.0,8463.333333333334,8000.0,7850.0,8013.666666666667,8208.333333333334,8600.333333333334,8504.333333333334,8757.666666666666,8778.0,8870.666666666666,10270.666666666666,10322.0,10003.333333333334,10102.666666666666,9955.0,9780.0,9581.666666666666,9669.333333333334,9481.0,9200.333333333334,9510.333333333334,10105.333333333334,10020.666666666666,9991.666666666666,9768.0,10022.333333333334,9788.0,9805.0,9588.666666666666,9585.0,5532.666666666667,5503.333333333333,5491.0,5620.333333333333,5692.333333333333,5784.333333333333,5814.666666666667,6047.333333333333,5748.0,5936.333333333333,5383.333333333333,5309.666666666667,5447.666666666667,5468.333333333333,5315.0,5277.0,5339.666666666667,5380.0,5357.666666666667,5343.333333333333,6472.666666666667,6811.0,6510.333333333333,6535.666666666667,6396.666666666667,6519.666666666667,6416.0,6475.0,6320.666666666667,6533.0,6686.333333333333,6741.666666666667,6859.666666666667,6812.666666666667,6888.666666666667,6807.0,7009.0,6961.666666666667,7048.666666666667,7280.333333333333
664.8598676500203,11787.0,11567.333333333334,11141.666666666666,11155.0,10513.666666666666,10221.333333333334,10128.0,9404.0,8028.666666666667,8186.0,7083.666666666667,7443.0,7121.0,6915.666666666667,6622.0,6557.333333333333,6423.666666666667,6283.0,6060.666666666667,8124.666666666667,6807.333333333333,6056.333333333333,6036.666666666667,6088.333333333333,5846.666666666667,5937.333333333333,5742.333333333333,5893.333333333333,5785.0,5739.0,8310.666666666666,7844.666666666667,7829.0,7920.0,8149.666666666667,8459.333333333334,8390.0,8620.0,8666.0,8769.333333333334,10007.666666666666,10104.333333333334,9821.0,9893.666666666666,9756.0,9716.666666666666,9430.333333333334,9443.0,9298.666666666666,9082.666666666666,9372.666666666666,9965.666666666666,9804.666666666666,9778.333333333334,9641.0,9887.333333333334,9709.0,9644.0,9395.666666666666,9447.333333333334,5469.666666666667,5500.666666666667,5462.666666666667,5589.333333333333,5668.333333333333,5817.333333333333,5776.666666666667,5966.666666666667,5692.0,5894.666666666667,5324.0,5269.666666666667,5386.333333333333,5433.0,5261.666666666667,5276.666666666667,5282.0,5329.333333333333,5360.0,5262.333333333333,6395.0,6659.0,6483.666666666667,6426.0,6291.666666666667,6329.333333333333,6288.333333333333,6404.666666666667,6229.0,6446.666666666667,6585.0,6700.0,6755.0,6702.333333333333,6795.333333333333,6764.333333333333,6892.666666666667,6873.666666666667,7080.333333333333,7166.666666666667
666.8396029693781,11541.666666666666,11369.333333333334,10996.666666666666,10965.666666666666,10350.666666666666,10119.666666666666,10005.666666666666,9316.0,7924.666666666667,8111.333333333333,7049.0,7369.333333333333,7066.666666666667,6926.333333333333,6555.0,6546.0,6366.0,6252.666666666667,6059.0,8057.0,6772.0,6064.333333333333,5971.0,6092.0,5862.333333333333,5900.0,5677.333333333333,5850.666666666667,5751.333333333333,5704.333333333333,8233.333333333334,7779.666666666667,7805.0,7792.0,8069.333333333333,8267.333333333334,8312.666666666666,8487.333333333334,8599.0,8620.666666666666,9943.666666666666,10002.333333333334,9694.666666666666,9753.0,9608.333333333334,9532.666666666666,9291.0,9269.666666666666,9187.666666666666,9042.0,9235.0,9758.333333333334,9604.333333333334,9742.666666666666,9499.666666666666,9717.0,9622.666666666666,9501.666666666666,9225.0,9383.333333333334,5429.0,5479.333333333333,5465.333333333333,5562.666666666667,5654.333333333333,5785.333333333333,5800.333333333333,5937.666666666667,5685.666666666667,5857.0,5395.333333333333,5314.333333333333,5329.333333333333,5411.666666666667,5254.666666666667,5263.333333333333,5269.666666666667,5313.666666666667,5338.666666666667,5249.666666666667,6363.0,6564.666666666667,6379.0,6353.0,6211.666666666667,6242.0,6235.0,6298.0,6229.666666666667,6286.666666666667,6531.666666666667,6675.666666666667,6753.333333333333,6636.666666666667,6744.666666666667,6754.666666666667,6851.0,6902.333333333333,7010.0,7102.666666666667
