Wavelength (nm),Reference 1,Scan_ID 1,Scan_ID 2
613.3355740147235,1538.0,5549.0,4976.345505932272
615.4703102776,1641.0,5599.0,5037.115168644091
617.5990065089653,1517.0,5446.0,4866.371722881363
619.7216472495375,1438.0,5497.0,4865.12390762712
621.8382172991732,1480.0,5878.0,5170.70796920904
623.9487017201573,1500.0,7010.0,6176.902656403014
626.0530858404912,1555.0,9885.0,8375.300885467672
628.1513552571828,1502.0,12699.0,10228.100295155891
630.2434958395364,1392.0,13733.0,10708.03343171863
632.3294937324409,1299.0,13084.0,9811.677810572875
634.4093353596604,1118.0,10435.0,7547.225936857624
636.4830074271223,1092.0,6987.0,5141.741978952541
638.5504969262078,1115.0,4606.0,3639.580659650847
640.6117911370403,1102.0,3560.0,2962.1935532169487
642.666877631776,1165.0,3191.0,2723.064517738983
644.7157442778915,1135.0,2961.0,2593.3548392463276
646.7583792414752,1126.0,2890.0,2530.451613082109
648.7947709905145,1128.0,2816.0,2451.1505376940363
650.8249082981876,1086.0,2632.0,2334.3835125646788
652.8487802461501,1206.0,2615.0,2388.4611708548928
654.8663762278271,1200.0,2515.0,2342.487056951631
656.8776859517005,1068.0,2380.0,2189.4956856505437
658.8826994445993,1093.0,2375.0,2168.4985618835144
660.881407054989,1081.0,2329.0,2097.499520627838
662.8737994562608,1095.0,2358.0,2079.166506875946
664.8598676500203,1163.0,2395.0,2174.3888356253156
666.8396029693781,1108.0,2304.0,2120.7962785417717
668.8129970822386,1008.0,2243.0,2037.2654261805903
670.7800419945888,1018.0,2270.0,2041.4218087268634
672.7407300537885,1103.0,2289.0,2098.8072695756214
674.6950539518594,1153.0,2335.0,2119.935756525207
676.6430067287744,1093.0,2272.0,2034.3119188417356
678.5845817757468,1121.0,2227.0,1970.770639613912
680.5197728385197,1149.0,2229.0,1912.5902132046374
682.4485740206559,1057.0,2092.0,1842.5300710682125
684.3709797868266,1047.0,2149.0,1889.1766903560708
686.2869849661008,1026.0,2298.0,1991.058896785357
688.1965847552357,1019.0,2488.0,2194.6862989284523
690.0997747219644,1085.0,3187.0,2667.895432976151
691.996550808286,1099.0,4214.0,3371.6318109920503
693.886909333756,1101.0,5399.0,4406.210603664017
695.7708469987738,1190.0,7287.0,5891.403534554673
697.6483608878733,1167.0,9378.0,7337.467844851558
699.5194484730126,1167.0,10376.0,8015.155948283853
701.3841076168613,1189.0,10083.0,7804.718649427951
703.2423365760927,1140.0,9210.0,7046.57288314265
705.0941340046711,1166.0,7662.0,5806.1909610475495
706.9394989571416,1067.0,5693.0,4396.063653682516
708.77843089192,1036.0,4602.0,3681.6878845608385
710.6109296745818,1025.0,4218.0,3446.5626281869463
712.4369955811517,942.0,3926.0,3130.854209395649
714.2566293013925,1009.0,3683.0,2814.6180697985496
716.0698319420949,1040.0,3154.0,2468.5393565995164
717.8766050303673,1014.0,2595.0,2157.846452199839
719.676950516924,1080.0,2348.0,2024.6154840666131
721.4708707793752,1027.0,2168.0,1949.2051613555377
723.258368625517,1017.0,2156.0,1991.0683871185126
725.0394472966198,1059.0,2312.0,2136.356129039504
726.8141104707175,940.0,2627.0,2340.118709679835
728.5823622658984,1035.0,3238.0,2759.0395698932784
730.3442072435923,1086.0,3626.0,2991.3465232977596
732.0996504118623,1014.0,3701.0,3007.448841099253
733.848697228692,1062.0,3757.0,3141.482947033084
735.5913536052761,1087.0,3760.0,3218.1609823443614
737.3276259093097,1130.0,3958.0,3337.053660781454
739.0575209682776,1154.0,4434.0,3627.3512202604848
740.7810460727425,1054.0,4735.0,3840.450406753495
742.4982089796363,1076.0,4952.0,3925.150135584498
744.2090179155485,1100.0,5152.0,3946.383378528166
745.913481580015,1055.0,5225.0,4012.7944595093886
747.6116091488084,1150.0,5387.0,4201.931486503129
749.3034102772272,1152.0,6311.0,4685.310495501043
750.9888951033846,1217.0,8282.0,5852.770165167014
752.6680742514985,1281.0,9871.0,6954.256721722338
754.3409588351805,1222.0,10510.0,7224.418907240779
756.0075604607251,1243.0,10956.0,7296.47296908026
757.6678912304,1231.0,11083.0,7742.8243230267535
759.3219637457341,1217.0,10589.0,8332.608107675585
760.9697911108079,1366.0,10984.0,9285.869369225196
762.6113869355424,1387.0,14159.0,11756.623123075065
764.2467653389888,1378.0,18953.0,15612.207707691688
765.8759409526172,1449.0,22181.0,18260.06923589723
767.4989289236066,1419.0,23228.0,18843.02307863241
769.1157449181344,1385.0,23068.0,18382.00769287747
770.7264051246648,1309.0,21785.0,17111.669230959156
772.3309262572395,1292.0,18979.0,15034.889743653053
773.9293255587656,1370.0,15503.0,12393.296581217684
775.5216208043064,1307.0,13045.0,10382.098860405895
777.1078303043697,1186.0,11757.0,9230.032953468632
778.6879729081975,1099.0,10565.0,8111.67765115621
780.2620680070555,991.0,8513.0,6621.5592170520695
781.8301355375224,1055.0,5688.0,4618.519739017356
783.3921959847795,1099.0,3401.0,2901.8399130057855
784.9482703858989,1094.0,2354.0,2123.9466376685955
786.498380333135,1117.0,2083.0,1907.315545889532
788.0425479772116,1046.0,2117.0,1920.7718486298438
789.5807960306125,1083.0,2290.0,2151.923949543281
791.1131477708711,1168.0,2693.0,2492.641316514427
792.639627043859,1123.0,3338.0,2876.547105504809
794.1602582670754,1142.0,4442.0,3687.182368501603
795.6750664329372,1189.0,5603.0,4671.394122833867
797.1840771120677,1149.0,6379.0,5313.464707611289
798.6873164565858,1211.0,7180.0,5838.48823587043
800.1848112033966,1194.0,8049.0,6436.496078623477
801.6765886774789,1119.0,8745.0,6983.165359541159
803.162676795176,1133.0,9037.0,7181.388453180386
804.6431040674848,1114.0,8894.0,7131.129484393462
806.1178996033448,1179.0,8999.0,7307.376494797821
807.5870931129274,1221.0,9357.0,7746.458831599273
809.0507149109258,1152.0,10129.0,8426.819610533092
810.5087959198436,1239.0,11712.0,9474.939870177697
811.9613676732854,1266.0,13367.0,10776.313290059232
813.4084623192447,1251.0,14379.0,11590.77109668641
814.8501126233944,1275.0,14596.0,11466.92369889547
816.2863519723753,1137.0,13948.0,10809.641232965158
817.7172143770862,1135.0,12620.0,9903.547077655052
819.1427344759726,1129.0,10504.0,8405.18235921835
820.5629475383166,1040.0,7473.0,6190.060786406117
821.9778894675267,1101.0,5076.0,4348.353595468706
823.3875968044249,1030.0,4266.0,3660.451198489569
824.7921067305393,1009.0,4728.0,3953.81706616319
826.191457071391,1166.0,5919.0,4871.27235538773
827.5856862997845,1154.0,6882.0,5577.090785129243
828.9748335390971,1160.0,7292.0,5823.030261709748
830.3589385665675,1127.0,7246.0,5682.676753903249
831.7380418165864,1059.0,6943.0,5365.892251301083
833.1121843839845,1145.0,6445.0,5131.630750433695
834.4814080273228,1161.0,5587.0,4668.543583477898
835.8457551721821,1139.0,4414.0,3837.8478611592996
837.205268914451,1166.0,3641.0,3239.9492870531
838.5599930236173,1131.0,3739.0,3286.649762351033
839.9099719460554,1157.0,4534.0,3834.549920783678
841.2552508083169,1203.0,5681.0,4618.84997359456
842.5958754204196,1167.0,6798.0,5386.949991198187
843.931892279137,1197.0,7592.0,5946.9833303993955
845.263348571287,1201.0,7799.0,6066.994443466465
846.5902921770225,1206.0,7633.0,5877.998147822155
847.9127716731198,1195.0,7120.0,5461.332715940719
849.2308363362678,1072.0,6093.0,4811.110905313573
850.544536146358,1109.0,4956.0,4036.036968437858
851.8539217897742,1120.0,3954.0,3229.345656145953
853.1590446626806,1057.0,3173.0,2737.448552048651
854.4599568743118,1193.0,2840.0,2599.14951734955
855.756711250263,1183.0,2699.0,2399.38317244985
857.049361335778,1104.0,2607.0,2258.12772414995
858.3379613990393,1154.0,2573.0,2225.04257471665
859.622566434457,1112.0,2323.0,2056.6808582388835
860.903232165959,1140.0,2030.0,1888.560286079628
862.1800150502797,1133.0,1700.0,1660.8534286932093
863.4529722802492,1100.0,1443.0,1483.617809564403
864.7221617880834,1149.0,1410.0,1496.539269854801
865.9876422486726,1079.0,1368.0,1448.5130899516005
867.2494730828713,1085.0,1424.0,1419.5043633172002
868.5077144607874,1125.0,1488.0,1421.5014544390667
869.7624273050718,1113.0,1421.0,1332.167151479689
871.0136732942073,1147.0,1468.0,1390.3890504932297
872.2615148657985,1134.0,1536.0,1426.79635016441
873.506015219861,1133.0,1494.0,1391.5987833881366
874.7472383221103,1127.0,1490.0,1391.1995944627122
875.9852489072516,1029.0,1431.0,1293.3998648209042
877.2201124822695,1045.0,1366.0,1290.133288273635
878.4518953297162,1140.0,1371.0,1332.7110960912116
879.6806645110023,1135.0,1359.0,1288.2370320304037
880.9064878696856,1114.0,1338.0,1207.0
882.1294340347596,1128.0,1479.0,1551.0
