Wavelength (nm),Scan_ID 1
650.0154703192424,1781.0
652.0517502462606,2018.0
654.0817372034151,1645.0
656.1054216073361,1991.0
658.1227941927128,1871.0
660.1338460142128,1751.0
662.1385684484026,1960.0
664.1369531956658,1677.0
666.128992282125,1842.0
668.11467806156,1951.0
670.0940032173277,1840.0
672.0669607642828,2029.0
674.0335440506971,1877.0
675.9937467601784,1677.0
677.9475629135915,1919.0
679.8949868709778,1957.0
681.8360133334739,1853.0
683.7706373452328,1994.0
685.6988542953435,1864.0
687.620659919749,2034.0
689.5360503031688,2047.0
691.4450218810166,1746.0
693.3475714413213,2242.0
695.2436961266453,2026.0
697.1333934360059,2210.0
699.0166612267947,2378.0
700.893497716696,1944.0
702.7639014856082,2186.0
704.6278714775632,2095.0
706.4854070026453,1671.0
708.3365077389121,2016.0
710.1811737343137,1807.0
712.0194054086124,1842.0
713.8512035553027,2037.0
715.6765693435308,1672.0
717.4955043200149,2069.0
719.3080104109642,1863.0
721.1140899239992,1743.0
722.9137455500717,2034.0
724.7069803653836,1725.0
726.4937978333078,1810.0
728.2742018063071,2042.0
730.0481965278548,1650.0
731.8157866343531,1989.0
733.5769771570547,1864.0
735.3317735239812,1773.0
737.0801815618431,2010.0
738.8222074979602,1874.0
740.5578579621804,1872.0
742.2871399888004,2152.0
744.0100610184851,1959.0
745.7266289001868,2031.0
747.4368518930661,2058.0
749.1407386684108,1914.0
750.8382983115558,2376.0
752.5295403238031,2151.0
754.2144746243417,2272.0
755.8931115521667,2448.0
757.565461868,2327.0
759.231536756209,2391.0
760.8913478267274,2106.0
762.5449071169743,2170.0
764.1922270937741,2533.0
765.8333206552765,2328.0
767.4682011328761,2384.0
769.0968822931318,2690.0
770.7193783396879,2194.0
772.3357039151919,2576.0
773.9458741032153,2202.0
775.5499044301743,2026.0
777.1478108672476,2255.0
778.7396098322978,2085.0
780.3253181917901,2055.0
781.904953262713,2098.0
783.4785328144973,1799.0
785.0460750709358,1978.0
786.6075987121044,1799.0
788.1631228762799,1871.0
789.7126671618611,1903.0
791.2562516292885,1871.0
792.7938968029632,1930.0
794.3256236731683,1959.0
795.851453697986,1858.0
797.3714088052207,2151.0
798.8855113943159,1991.0
800.3937843382756,1975.0
801.8962509855836,2490.0
803.3929351621232,2056.0
804.8838611730966,2095.0
806.3690538049461,2183.0
807.848538327272,2045.0
809.3223404947536,2272.0
810.7904865490682,2344.0
812.2530032208118,2122.0
813.7099177314184,2383.0
815.1612577950791,2045.0
816.6070516206629,2221.0
818.047327913636,2354.0
819.4821158779814,2104.0
820.9114452181192,2154.0
822.3353461408259,1962.0
823.7538493571541,1847.0
825.1669860843529,2117.0
826.5747880477867,1946.0
827.9772874828562,2063.0
829.3745171369171,2170.0
830.7665102711999,2039.0
832.1533006627307,2159.0
833.5349226062499,2015.0
834.9114109161326,1743.0
836.2828009283078,2175.0
837.6491285021784,1928.0
839.0104300225419,1935.0
840.366742401508,2136.0
841.7181030804212,1733.0
843.0645500317778,2018.0
844.4061217611475,2071.0
845.7428573090924,1919.0
847.0747962530872,2266.0
848.4019787094388,1949.0
849.7244453352057,2117.0
851.0422373301179,2407.0
852.3553964384973,1786.0
853.663964951177,1933.0
854.9679857074207,1904.0
856.2675020968429,2080.0
857.5625580613289,2071.0
858.8531980969543,2026.0
860.1394672559039,1842.0
861.4214111483939,1981.0
862.6990759445885,1807.0
863.9725083765215,2191.0
865.2417557400174,2079.0
866.5068658966076,2010.0
867.7678872754525,2208.0
869.0248688752623,1786.0
870.2778602662137,1986.0
871.5269115918724,2023.0
872.7720735711117,1794.0
874.0133975000316,2071.0
875.2509352538805,2047.0
876.4847392889731,1853.0
877.7148626446107,2128.0
878.9413589450018,1842.0
880.1642824011811,1911.0
881.3836878129291,2192.0
882.599630570692,1759.0
