Wavelength (nm),X: 0 Y: 0,X: 0 Y: 1,X: 0 Y: 2,X: 0 Y: 3,X: 0 Y: 4,X: 0 Y: 5,X: 0 Y: 6,X: 0 Y: 7,X: 0 Y: 8,X: 1 Y: 9,X: 1 Y: 8,X: 1 Y: 7,X: 1 Y: 6,X: 1 Y: 5,X: 1 Y: 4,X: 1 Y: 3,X: 1 Y: 2,X: 1 Y: 1,X: 2 Y: 0,X: 2 Y: 1,X: 2 Y: 2,X: 2 Y: 3,X: 2 Y: 4,X: 2 Y: 5,X: 2 Y: 6,X: 2 Y: 7,X: 2 Y: 8,X: 3 Y: 9,X: 3 Y: 8,X: 3 Y: 7,X: 3 Y: 6,X: 3 Y: 5,X: 3 Y: 4,X: 3 Y: 3,X: 3 Y: 2,X: 3 Y: 1,X: 4 Y: 0,X: 4 Y: 1,X: 4 Y: 2,X: 4 Y: 3,X: 4 Y: 4,X: 4 Y: 5,X: 4 Y: 6,X: 4 Y: 7,X: 4 Y: 8,X: 5 Y: 9,X: 5 Y: 8,X: 5 Y: 7,X: 5 Y: 6,X: 5 Y: 5,X: 5 Y: 4,X: 5 Y: 3,X: 5 Y: 2,X: 5 Y: 1,X: 6 Y: 0,X: 6 Y: 1,X: 6 Y: 2,X: 6 Y: 3,X: 6 Y: 4,X: 6 Y: 5,X: 6 Y: 6,X: 6 Y: 7,X: 6 Y: 8,X: 7 Y: 9,X: 7 Y: 8,X: 7 Y: 7,X: 7 Y: 6,X: 7 Y: 5,X: 7 Y: 4,X: 7 Y: 3,X: 7 Y: 2,X: 7 Y: 1,X: 8 Y: 0,X: 8 Y: 1,X: 8 Y: 2,X: 8 Y: 3,X: 8 Y: 4,X: 8 Y: 5,X: 8 Y: 6,X: 8 Y: 7,X: 8 Y: 8,X: 9 Y: 9,X: 9 Y: 8,X: 9 Y: 7,X: 9 Y: 6,X: 9 Y: 5,X: 9 Y: 4,X: 9 Y: 3,X: 9 Y: 2,X: 9 Y: 1
477.3730969156943,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,17627.0,18095.0,18215.333333333332,18298.0,23490.666666666668,22936.0,25332.666666666668,27318.333333333332,31553.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,14415.666666666666,15717.333333333334,14303.333333333334,14073.333333333334,14282.333333333334,14781.0,14661.0,13537.0,13829.0,22985.333333333332,23894.666666666668,23211.0,23452.0,23941.0,24421.666666666668,26644.666666666668,26284.666666666668,27978.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,31577.333333333332,29813.666666666668,36642.333333333336,32662.333333333332,33730.333333333336,32282.0,35090.333333333336,36958.333333333336,37535.333333333336,26866.0,34322.0,32510.0,29929.666666666668,28276.666666666668,27873.333333333332,27235.666666666668,27944.333333333332,23430.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,60631.0
479.8293406724156,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,18205.0,18580.333333333332,18681.0,18819.666666666668,24085.666666666668,23644.333333333332,25894.666666666668,28353.0,32502.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,14923.0,16208.333333333334,14694.333333333334,14590.666666666666,14789.0,15304.666666666666,15068.333333333334,14093.333333333334,14197.666666666666,24025.666666666668,24956.0,24266.666666666668,24271.0,24941.666666666668,25374.0,27703.333333333332,27506.0,29091.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,32730.0,31064.0,38263.333333333336,34110.333333333336,34978.0,33490.333333333336,36588.0,38361.333333333336,38892.666666666664,27199.333333333332,35239.333333333336,33011.0,30599.333333333332,28685.666666666668,28606.333333333332,27621.333333333332,28487.333333333332,23771.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,62312.0
482.2807967860612,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,18583.666666666668,18918.666666666668,19007.333333333332,19116.0,24640.333333333332,24006.666666666668,26359.333333333332,29004.0,33218.333333333336,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,15220.666666666666,16631.333333333332,15013.666666666666,14994.333333333334,15115.333333333334,15683.0,15401.666666666666,14329.0,14580.666666666666,24831.666666666668,25826.0,25032.0,24902.666666666668,25680.666666666668,26026.333333333332,28604.0,28468.333333333332,30005.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,33853.0,32159.333333333332,39399.333333333336,35174.333333333336,36092.666666666664,34585.333333333336,37979.666666666664,39540.0,40193.0,27602.333333333332,35702.333333333336,33299.666666666664,31034.333333333332,29040.333333333332,29026.666666666668,27901.666666666668,28892.666666666668,24060.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,63903.666666666664
484.7274403303556,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,18711.333333333332,18966.666666666668,19108.0,19190.0,24701.666666666668,24077.666666666668,26364.0,28958.666666666668,33453.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,15476.0,16845.666666666668,15116.666666666666,15239.666666666666,15235.0,15733.666666666666,15466.333333333334,14549.666666666666,14726.333333333334,25173.666666666668,26255.333333333332,25379.0,25276.666666666668,26086.0,26294.666666666668,28934.0,28842.0,30637.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,34350.666666666664,32596.0,39797.0,35606.333333333336,36682.333333333336,35232.333333333336,38603.666666666664,40197.0,40758.333333333336,27462.0,35647.333333333336,33258.666666666664,30875.333333333332,29093.333333333332,28978.0,27880.333333333332,28693.0,24156.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,64632.333333333336
487.169246444089,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,18118.333333333332,18329.333333333332,18569.333333333332,18614.666666666668,24010.666666666668,23227.0,25695.333333333332,27849.666666666668,32241.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,15014.0,16475.666666666668,14706.0,14778.333333333334,14693.333333333334,15333.0,15034.333333333334,14131.0,14433.333333333334,24521.0,25528.333333333332,24797.666666666668,24761.0,25436.333333333332,25672.333333333332,28284.0,28078.666666666668,29978.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,33793.333333333336,31746.333333333332,38778.666666666664,34739.0,35845.333333333336,34408.0,37535.333333333336,39151.333333333336,39881.333333333336,26501.666666666668,34245.666666666664,32085.666666666668,29677.666666666668,28135.333333333332,27807.333333333332,26965.666666666668,27429.333333333332,23363.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,62933.666666666664
489.60619033440724,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,17126.666666666668,17329.666666666668,17458.0,17630.333333333332,22475.0,21907.333333333332,24059.0,26113.333333333332,30219.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,14225.666666666666,15638.666666666666,13992.333333333334,13990.0,13985.0,14512.666666666666,14221.0,13403.666666666666,13695.666666666666,23099.0,24224.333333333332,23519.333333333332,23540.666666666668,24119.666666666668,24298.333333333332,26727.666666666668,26513.333333333332,28312.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,31859.666666666668,29879.666666666668,36482.333333333336,32823.666666666664,33901.0,32388.666666666668,35349.0,36904.333333333336,37464.333333333336,24698.666666666668,31760.333333333332,30082.0,27644.666666666668,26213.0,25948.666666666668,25173.333333333332,25567.666666666668,21716.0,65535.0,65535.0,65535.0,65300.666666666664,65535.0,65535.0,64532.333333333336,63897.666666666664,59163.333333333336
492.03824728010085,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,15893.0,16182.666666666666,16290.666666666666,16506.0,20719.333333333332,20257.333333333332,22379.0,24159.333333333332,27695.333333333332,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,13236.333333333334,14527.666666666666,13189.666666666666,13157.666666666666,13121.333333333334,13656.666666666666,13470.0,12465.0,12795.0,21537.333333333332,22466.666666666668,21727.333333333332,21970.0,22314.0,22653.0,24901.666666666668,24590.333333333332,26245.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,29385.0,27635.0,33734.666666666664,30334.666666666668,31297.333333333332,29748.0,32490.333333333332,33843.0,34517.666666666664,22552.0,29010.666666666668,27407.333333333332,25425.0,23975.666666666668,23745.0,23028.666666666668,23428.666666666668,19890.0,64153.666666666664,63712.0,65535.0,62955.0,65301.333333333336,64050.0,61524.666666666664,60388.333333333336,54007.666666666664
494.4653926348941,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,14611.0,14967.333333333334,14890.0,15175.666666666666,18877.666666666668,18551.333333333332,20403.333333333332,22018.666666666668,25235.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,12269.333333333334,13414.666666666666,12160.666666666666,12218.0,12244.333333333334,12595.0,12499.0,11506.0,11920.0,19741.666666666668,20820.666666666668,19980.0,20240.0,20477.333333333332,20829.666666666668,22821.0,22638.333333333332,24192.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,26792.333333333332,25383.666666666668,30876.666666666668,27711.333333333332,28620.666666666668,27146.333333333332,29770.0,31008.333333333332,31424.0,20431.333333333332,26209.666666666668,24873.0,23111.333333333332,21724.666666666668,21478.333333333332,20783.333333333332,21279.333333333332,18099.0,60796.666666666664,59770.666666666664,65535.0,58768.333333333336,62773.333333333336,60656.333333333336,56677.0,54966.333333333336,48764.666666666664
496.8876018307352,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,13674.0,13975.333333333334,13903.666666666666,14159.666666666666,17488.0,17092.666666666668,18999.0,20408.333333333332,23155.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,11459.333333333334,12609.333333333334,11486.0,11495.333333333334,11485.0,11860.0,11785.0,10816.333333333334,11279.333333333334,18611.0,19560.333333333332,18749.0,18943.0,19194.0,19584.333333333332,21322.0,21417.333333333332,22612.666666666668,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,24921.333333333332,23660.666666666668,28714.333333333332,25684.666666666668,26549.0,25221.666666666668,27533.333333333332,28728.333333333332,29020.333333333332,18755.0,24226.0,22846.666666666668,21250.666666666668,20055.0,19721.333333333332,19168.333333333332,19602.333333333332,16784.666666666668,55613.0,54480.333333333336,64311.333333333336,53280.0,58629.333333333336,55525.666666666664,51463.666666666664,49993.333333333336,44137.0
499.30485038108486,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,12901.666666666666,13173.0,13043.333333333334,13329.333333333334,16466.0,16010.333333333334,17713.333333333332,19135.666666666668,21689.0,65535.0,65535.0,65535.0,64905.666666666664,65535.0,65535.0,65535.0,65535.0,65535.0,10923.333333333334,12036.0,10906.333333333334,10826.0,10859.0,11274.0,11133.666666666666,10403.666666666666,10837.0,17686.666666666668,18758.0,17948.666666666668,17948.666666666668,18397.666666666668,18564.0,20333.666666666668,20418.333333333332,21437.666666666668,65535.0,65535.0,65050.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,23580.666666666668,22329.333333333332,27056.666666666668,24249.333333333332,25038.666666666668,23880.0,25974.333333333332,27061.666666666668,27344.0,17607.333333333332,22506.333333333332,21381.0,19840.0,18708.666666666668,18426.0,17946.666666666668,18352.666666666668,15683.333333333334,51146.333333333336,50213.0,62028.0,49279.333333333336,53903.333333333336,51005.666666666664,47399.333333333336,46058.333333333336,40710.666666666664
