Wavelength (nm),Reference 1,Scan_ID 1
478.0057629596127,27576.0,27642.0
480.47095546501765,29264.0,29628.0
482.93136792857547,32129.0,32153.0
485.3869722116853,32912.0,33005.0
487.8377403479021,33082.0,33236.0
490.2836445448576,30817.0,30874.0
492.7246571861793,26458.0,26375.0
495.16075083341053,23210.0,23247.0
497.59189822793036,20156.0,20181.0
500.01807229287306,17692.0,17540.0
502.4392461350479,16496.0,16350.0
504.8553930468589,15565.0,15621.0
507.26648650822557,15014.0,14840.0
509.67250018850063,14999.0,15098.0
512.0734079483916,14843.0,14700.0
514.4691838418801,15626.0,15564.0
516.8598021181409,15751.0,15446.0
519.2452372234626,16363.0,16351.0
521.6254638031673,17125.0,17224.0
524.0004567035296,17815.0,18097.0
526.3701909736968,19313.0,19180.0
528.7346418676095,20511.0,20465.0
531.0937848459198,20296.0,20538.0
533.4475955779122,20090.0,20154.0
535.7960499434234,18686.0,18748.0
538.139124034761,17107.0,17087.0
540.4767941586247,16705.0,16800.0
542.8090368380244,15841.0,15701.0
545.1358288142023,14785.0,14682.0
547.4571470485503,13917.0,13808.0
549.7729687245302,12215.0,12010.0
552.0832712495957,11227.0,11336.0
554.3880322571092,10479.0,10594.0
556.6872296082634,9718.0,9690.0
558.980841394,9765.0,9750.0
561.2688459369306,9316.0,9436.0
563.5512217932556,9496.0,9385.0
565.8279477546843,9539.0,9562.0
568.0990028503542,9220.0,9458.0
570.3643663487518,9824.0,9792.0
572.6240177596313,9378.0,9505.0
574.8779368359349,9342.0,9280.0
577.1261035757126,9375.0,9153.0
579.3684982240416,8646.0,8791.0
581.6051012749463,8576.0,8558.0
583.8358934733184,8616.0,8449.0
586.0608558168364,8130.0,8067.0
588.2799695578843,8341.0,8194.0
590.4932162054737,8301.0,8411.0
592.7005775271614,8343.0,8337.0
594.9020355509703,8809.0,8735.0
597.0975725673088,8468.0,8556.0
599.2871711308907,8654.0,8563.0
601.470814062655,8728.0,8777.0
603.648484451685,8672.0,8689.0
605.8201656571298,8787.0,8765.0
607.9858413101218,8688.0,8741.0
610.1454953156981,8229.0,8439.0
612.2991118547196,8222.0,8289.0
614.446675385791,7774.0,7881.0
616.5881706471805,7467.0,7611.0
618.7235826587395,7432.0,7440.0
620.8528967238225,7118.0,7012.0
622.9760984312065,7291.0,7209.0
625.0931736570116,7115.0,7448.0
627.2041085666199,7048.0,7173.0
629.3088896165951,7289.0,7312.0
631.4075035566036,7024.0,6819.0
633.4999374313334,6714.0,6655.0
635.5861785824133,6938.0,6765.0
637.6662146503332,6135.0,6262.0
639.7400335763648,6410.0,6230.0
641.8076236044799,5799.0,5765.0
643.8689732832705,5652.0,5449.0
645.9240714678695,5809.0,5727.0
647.9729073218692,5364.0,5213.0
650.0154703192424,5405.0,5325.0
652.0517502462606,5575.0,5471.0
654.0817372034151,5185.0,5130.0
656.1054216073361,5583.0,5488.0
658.1227941927128,5179.0,5222.0
660.1338460142128,5099.0,5018.0
662.1385684484026,5175.0,5170.0
664.1369531956658,4880.0,4809.0
666.128992282125,4888.0,4599.0
668.11467806156,4741.0,4675.0
670.0940032173277,4469.0,4360.0
672.0669607642828,4421.0,4383.0
674.0335440506971,4140.0,4002.0
675.9937467601784,4018.0,3968.0
677.9475629135915,4153.0,4140.0
679.8949868709778,4178.0,4001.0
681.8360133334739,3973.0,3889.0
683.7706373452328,4094.0,3899.0
685.6988542953435,3705.0,3723.0
687.620659919749,3697.0,3724.0
689.5360503031688,3466.0,3602.0
691.4450218810166,3258.0,3401.0
693.3475714413213,3421.0,3452.0
695.2436961266453,3339.0,3333.0
697.1333934360059,3314.0,3379.0
699.0166612267947,3446.0,3368.0
700.893497716696,3079.0,2998.0
702.7639014856082,3271.0,3271.0
704.6278714775632,3271.0,3047.0
706.4854070026453,2787.0,2818.0
708.3365077389121,2833.0,2825.0
710.1811737343137,2606.0,2683.0
712.0194054086124,2664.0,2474.0
713.8512035553027,2662.0,2686.0
715.6765693435308,2488.0,2347.0
717.4955043200149,2666.0,2669.0
719.3080104109642,2339.0,2299.0
721.1140899239992,2256.0,2337.0
722.9137455500717,2410.0,2368.0
724.7069803653836,2102.0,2103.0
726.4937978333078,2080.0,2063.0
728.2742018063071,2226.0,2276.0
730.0481965278548,1869.0,1925.0
731.8157866343531,2174.0,2076.0
733.5769771570547,2116.0,1994.0
735.3317735239812,1868.0,1767.0
737.0801815618431,2093.0,1964.0
738.8222074979602,1901.0,1853.0
740.5578579621804,1727.0,1724.0
742.2871399888004,1837.0,1907.0
744.0100610184851,1622.0,1605.0
745.7266289001868,1752.0,1691.0
747.4368518930661,1641.0,1598.0
749.1407386684108,1487.0,1503.0
750.8382983115558,1709.0,1719.0
752.5295403238031,1548.0,1475.0
754.2144746243417,1499.0,1397.0
755.8931115521667,1608.0,1629.0
757.565461868,1475.0,1482.0
759.231536756209,1505.0,1539.0
760.8913478267274,1361.0,1430.0
762.5449071169743,1348.0,1328.0
764.1922270937741,1398.0,1441.0
765.8333206552765,1211.0,1295.0
767.4682011328761,1166.0,1335.0
769.0968822931318,1429.0,1586.0
770.7193783396879,951.0,1041.0
772.3357039151919,1364.0,1314.0
773.9458741032153,1078.0,1091.0
775.5499044301743,903.0,894.0
777.1478108672476,1135.0,1158.0
778.7396098322978,934.0,959.0
780.3253181917901,836.0,851.0
781.904953262713,1042.0,1018.0
783.4785328144973,705.0,724.0
785.0460750709358,977.0,1003.0
786.6075987121044,797.0,792.0
788.1631228762799,848.0,861.0
789.7126671618611,903.0,789.0
791.2562516292885,845.0,786.0
792.7938968029632,740.0,749.0
794.3256236731683,881.0,828.0
795.851453697986,759.0,620.0
797.3714088052207,834.0,722.0
798.8855113943159,760.0,529.0
800.3937843382756,741.0,657.0
801.8962509855836,992.0,828.0
803.3929351621232,628.0,398.0
804.8838611730966,655.0,636.0
806.3690538049461,765.0,768.0
807.848538327272,594.0,554.0
809.3223404947536,790.0,821.0
810.7904865490682,679.0,575.0
812.2530032208118,668.0,552.0
813.7099177314184,801.0,747.0
815.1612577950791,605.0,663.0
816.6070516206629,968.0,951.0
818.047327913636,1222.0,1172.0
819.4821158779814,993.0,995.0
820.9114452181192,1341.0,1254.0
822.3353461408259,1171.0,1113.0
823.7538493571541,1250.0,1148.0
825.1669860843529,1332.0,1354.0
826.5747880477867,1103.0,1087.0
827.9772874828562,1003.0,1174.0
