Wavelength (nm),Reference 1,Scan_ID 1
792.7938968029632,2339.0,1403.0
794.3256236731683,2338.0,1353.0
795.851453697986,2321.0,1378.0
797.3714088052207,2186.0,1242.0
798.8855113943159,2325.0,1189.0
800.3937843382756,2117.0,1238.0
801.8962509855836,2060.0,1059.0
803.3929351621232,2020.0,1175.0
804.8838611730966,2071.0,1160.0
806.3690538049461,2054.0,1037.0
807.848538327272,1930.0,1003.0
809.3223404947536,2068.0,1190.0
810.7904865490682,2077.0,980.0
812.2530032208118,1981.0,1141.0
813.7099177314184,2052.0,1181.0
815.1612577950791,2326.0,1363.0
816.6070516206629,2718.0,1618.0
818.047327913636,3030.0,1671.0
819.4821158779814,3173.0,1733.0
820.9114452181192,3333.0,1939.0
822.3353461408259,3620.0,2007.0
823.7538493571541,3579.0,1964.0
825.1669860843529,3687.0,1998.0
826.5747880477867,3660.0,1913.0
827.9772874828562,3416.0,2044.0
829.3745171369171,3538.0,1610.0
830.7665102711999,3452.0,1860.0
832.1533006627307,3035.0,1633.0
833.5349226062499,2504.0,1343.0
834.9114109161326,2253.0,1367.0
836.2828009283078,2140.0,1028.0
837.6491285021784,1961.0,968.0
839.0104300225419,1650.0,869.0
840.366742401508,1562.0,857.0
841.7181030804212,1469.0,821.0
843.0645500317778,1488.0,779.0
844.4061217611475,1316.0,576.0
845.7428573090924,1119.0,539.0
847.0747962530872,1046.0,743.0
848.4019787094388,943.0,647.0
849.7244453352057,931.0,537.0
851.0422373301179,800.0,530.0
852.3553964384973,890.0,396.0
853.663964951177,855.0,402.0
854.9679857074207,796.0,463.0
856.2675020968429,803.0,384.0
857.5625580613289,755.0,414.0
858.8531980969543,823.0,330.0
860.1394672559039,785.0,455.0
861.4214111483939,801.0,369.0
862.6990759445885,783.0,486.0
863.9725083765215,725.0,501.0
865.2417557400174,819.0,396.0
866.5068658966076,825.0,367.0
867.7678872754525,882.0,354.0
869.0248688752623,805.0,286.0
870.2778602662137,850.0,380.0
871.5269115918724,687.0,530.0
872.7720735711117,971.0,455.0
874.0133975000316,1091.0,577.0
875.2509352538805,1054.0,622.0
876.4847392889731,1279.0,660.0
877.7148626446107,1323.0,609.0
878.9413589450018,1365.0,758.0
880.1642824011811,1502.0,852.0
881.3836878129291,1407.0,611.0
882.599630570692,1527.0,747.0
